RecordNo,Author,Year,LatinName,CommonName,Class,StudyPop,GroupID_global,GroupID_fitness_component,Origin,Sex,Age,FitnessProxy,FitnessDetails,FitnessMeasured,Behaviour,BehavCoding,BehavDetails,LevelBehav,LevelFit,Level_GroupID,NInd,Nobs,Analysis,df,dfeff,r_direct,r_method,sign,SignReversed,r,Zr,F,U,chi2,t,z,p,r2,CohenD,estimate,L95CI,U95CI,se,sd,OR,HR,a,Source,SuppMat/Data,Checked,Conditions,Comments,
107,Heynen,2017,Perca fluviatilis,eurasian perch,Actinopterygii,Germany,E-97,E-97,w,b,j,survival,survival in the presence of a predator over ~11 days,art,exploration,continuous,PCA of time spent inspecting a predator vs time spent feeding in presence of predator,among,phenotypic,0,80,80,logistic regression,,,0,Eq 10,neg,1,-0.0218,,,,,,,,,-0.043554983,-0.079,,,0.155,1.386362146,,,na,table 3,0,1,predator: perch,,
107,Heynen,2017,Perca fluviatilis,eurasian perch,Actinopterygii,Germany,E-98,E-98,w,b,j,survival,survival in the presence of a predator over ~11 days,art,boldness,continuous,PCA of activity in the presence of a predator,among,phenotypic,0,80,80,logistic regression,,,0,Eq 10,pos,1,0.0085,,,,,,,,,0.017091196,0.031,,,0.016,0.143108351,,,na,table 3,0,1,predator: pike,,
107,Heynen,2017,Perca fluviatilis,eurasian perch,Actinopterygii,Germany,E-98,E-98,w,b,j,survival,survival in the presence of a predator over ~11 days,art,exploration,continuous,PCA of time spent inspecting a predator vs time spent feeding in presence of predator,among,phenotypic,0,80,80,logistic regression,,,0,Eq 10,pos,1,0.0608,,,,,,,,,0.121843686,0.221,,,0.209,1.869352829,,,na,table 3,0,1,predator: pike,,
109,Hoi-Leitner,1993,Sylvia atricapilla,blackcap,Aves,Austria,E-99,E-99,f,m,a,repro,number of nestlings produced,nat,parental care,continuous,percent time spent feeding nestlings,phenotypic,phenotypic,0,13,13,spearman correlation,,,1,direct,neg,1,-0.723,,,,,,,,,,,,,,,,,,text p. 9,0,1,,,
109,Hoi-Leitner,1993,Sylvia atricapilla,blackcap,Aves,Austria,E-99,E-99,f,m,a,repro,number of nestlings produced,nat,courtship,continuous,song output (rate of sounds; i.e. how frequently male sings),phenotypic,phenotypic,0,20,20,spearman correlation,,,1,direct,pos,1,0.684,,,,,,,,,,,,,,,,,,text p. 9,0,1,,,
113,Hulthen,2017,Rutilus rutilus,roach,Actinopterygii,Sweden,E-100,E-100,w,b,u,survival,survival after return to site of capture,nat,exploration,continuous,inverse of latency to emerge from a shelter in a novel environment,among,phenotypic,1,460,460,MCMC glmm,,,1,moiron,pos,1,,0.218,,,,,,,,,,,,-0.096,,,,,moiron et al,,1,,,
113,Hulthen,2017,Rutilus rutilus,roach,Actinopterygii,Sweden,E-100,E-100,w,b,u,survival,survival after return to site of capture,nat,exploration,continuous,inverse of latency to emerge from a shelter in a novel environment,phenotypic,phenotypic,1,460,460,biserial correlation,,,1,direct,pos,1,0.1017,,,,,,,,,,,,,,,,,,raw data,1,1,,use raw data to calculate r direct (boldness score),
116,Jablonszky,2018,Ficedula albicollis,collared flycatcher,Aves,Hungary,E-103,E-103,f,m,a,repro,number of chicks,nat,boldness,continuous,flight iniation distance when apporached by observer,phenotypic,phenotypic,0,234,234,SEM,,,1,direct,pos,-1,0.13,,,,,,,,,,,,,,,,,,results p52,1,1,,"repeatability from Garamszegi et al 2015, table 3",
116,Jablonszky,2018,Ficedula albicollis,collared flycatcher,Aves,Hungary,E-103,E-103,f,m,a,survival,detection of individual in any subsequent season,nat,boldness,continuous,flight iniation distance when apporached by observer,phenotypic,phenotypic,1,234,234,SEM,,,1,direct,neg,-1,-0.14,,,,,,,,,,,,,,,,,,results p52,1,1,,"repeatability from Garamszegi et al 2015, table 3",
116,Jablonszky,2018,Ficedula albicollis,collared flycatcher,Aves,Hungary,E-103,E-103,f,m,a,survival,detection of individual in any subsequent season,nat,boldness,continuous,flight iniation distance when apporached by observer,among,phenotypic,1,234,344,MCMC glmm,,,1,moiron,pos,-1,,0.358,,,,,,,,,,,,-0.362,,,,,moiron et al,1,1,,,
117,Jennings,2013,Dama dama,fallow dear,Mammalia,Ireland,E-104,E-104,f,m,a,repro,number of females male mated with over two days during the rutting season,nat,boldness,continuous,proportion of aggressive interactions with conspecifics,among,phenotypic,0,56,56,regression,,,,direct,neg,1,-0.181,,,,,,,,,,,,,,,,,,results p1043,0,1,,,
122,Kalb,2016,Gobiusculus flavescens,two-spotted goby,Actinopterygii,Finland,E-105,E-105,w,m,a,repro,mating success in a paired male trial,art,exploration,categorical,latency to approach and consume novel food,phenotypic,phenotypic,0,38,19,likelihood ratio test,1,,0,chi-square,pos,1,0.0513,,,,0.05,,,0.819,,,,,,,,,,,in text,0,1,,,
123,Kasimanickam,2014,Bos taurus,angus cow,Mammalia,USA,E-106,E-106,d,f,a,repro,pregnancy rate,art,stress,categorical,temperatment (calm/excitable) based on chute score,phenotypic,phenotypic,0,1546,1546,2x2 contingency,1,,0,2x2 contingency,neg,1,-0.0949,,,,,,,,,,,,,,,,,,abstract,0,1,,,
123,Kasimanickam,2014,Bos taurus,angus cow,Mammalia,USA,E-107,E-107,d,f,a,repro,pregnancy loss 6 months after breeding,art,stress,categorical,temperatment (calm/excitable) based on chute score,phenotypic,phenotypic,0,1274,1274,2x2 contingency,1,,0,2x2 contingency,neg,-1,-0.0566,,,,,,,,,,,,,,,,,,abstract,0,1,,sign switched to reflect negative fitness of excitable cows,
125,Kim,2016,Gasterosteus aculeatus,threespined stickleback,Actinopterygii,Spain,E-108,E-108,l,f,j,repro,number of clutches produced during single breeding season,art,social behaviour,continuous,time taken to join a group of conspecifics,among,phenotypic,0,85,85,linear regression,54,,0,Eq 2,pos,-1,0.1641,,1.494,,,,,0.227,,-0.130158275,-0.012,,,0.01,0.092195445,,,,table 1,0,1,,sign switched so that high values represent high shoaling behaviour,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,40,40,selection analyses,,,0,d to r,pos,1,0.1142,,,,,,,,,0.23,,,,,,,,,table S1,1,1,1983,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,40,40,selection analyses,,,0,d to r,pos,1,0.0549,,,,,,,,,0.11,,,,,,,,,table S1,1,1,1983,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,51,51,selection analyses,,,0,d to r,pos,1,0.1628,,,,,,,,,0.33,,,,,,,,,table S1,1,1,1986,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,51,51,selection analyses,,,0,d to r,neg,1,-0.01,,,,,,,,,-0.02,,,,,,,,,table S1,1,1,1986,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,24,24,selection analyses,,,0,d to r,pos,1,0.035,,,,,,,,,0.07,,,,,,,,,table S1,1,1,1988,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,24,24,selection analyses,,,0,d to r,neg,1,-0.045,,,,,,,,,-0.09,,,,,,,,,table S1,1,1,1988,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,31,31,selection analyses,,,0,d to r,neg,1,-0.5049,,,,,,,,,-1.17,,,,,,,,,table S1,1,1,1989,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,31,31,selection analyses,,,0,d to r,neg,1,-0.0946,,,,,,,,,-0.19,,,,,,,,,table S1,1,1,1989,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,12,12,selection analyses,,,0,d to r,pos,1,0.5017,,,,,,,,,1.16,,,,,,,,,table S1,1,1,1990,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,43,43,selection analyses,,,0,d to r,pos,1,0.2471,,,,,,,,,0.51,,,,,,,,,table S1,1,1,1991,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,43,43,selection analyses,,,0,d to r,neg,1,-0.001,,,,,,,,,-0.002,,,,,,,,,table S1,1,1,1991,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,34,34,selection analyses,,,0,d to r,pos,1,0.158,,,,,,,,,0.32,,,,,,,,,table S1,1,1,1994,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,34,34,selection analyses,,,0,d to r,pos,1,0.1191,,,,,,,,,0.24,,,,,,,,,table S1,1,1,1994,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,16,16,selection analyses,,,0,d to r,pos,1,0.2055,,,,,,,,,0.42,,,,,,,,,table S1,1,1,1995,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,16,16,selection analyses,,,0,d to r,neg,1,-0.2607,,,,,,,,,-0.54,,,,,,,,,table S1,1,1,1995,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,32,32,selection analyses,,,0,d to r,pos,1,0.1435,,,,,,,,,0.29,,,,,,,,,table S1,1,1,1997,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,32,32,selection analyses,,,0,d to r,pos,1,0.03,,,,,,,,,0.06,,,,,,,,,table S1,1,1,1997,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,32,32,selection analyses,,,0,d to r,pos,1,0.2241,,,,,,,,,0.46,,,,,,,,,table S1,1,1,1998,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,32,32,selection analyses,,,0,d to r,pos,1,0.124,,,,,,,,,0.25,,,,,,,,,table S1,1,1,1998,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,31,31,selection analyses,,,0,d to r,neg,1,-0.035,,,,,,,,,-0.07,,,,,,,,,table S1,1,1,1999,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,31,31,selection analyses,,,0,d to r,neg,1,-0.0499,,,,,,,,,-0.1,,,,,,,,,table S1,1,1,1999,,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,repro,number of recruits contributed to the population,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,30,30,selection analyses,,,0,d to r,pos,1,0.3134,,,,,,,,,0.66,,,,,,,,,table S1,1,1,2001,no raw data,
126,Kontiainen,2009,Strix uralensis,ural owl,Aves,Finland,E-109,E-109,f,f,a,survival,survival over breeding season,nat,aggression,continuous,tendency to display nest defense behaviour when approached by a human observer,among,phenotypic,0,30,30,selection analyses,,,0,d to r,pos,1,0.005,,,,,,,,,0.01,,,,,,,,,table S1,1,1,2001,,
127,Koosa,2016,Parus major,great tit,Aves,Estonia,E-110,E-110,f,f,a,repro,clutch size,nat,aggression,categorical,tendency to hiss (yes/no) at a simulated predator introduced into the nest box,phenotypic,phenotypic,0,188,188,GLM,,,0,d to r,pos,1,0.1065,,,,,,,,,0.015628392,0.03,,,0.14,1.919583288,,,,table 1,0,1,,,
127,Koosa,2016,Parus major,great tit,Aves,Estonia,E-110,E-110,f,f,a,repro,clutch size,nat,aggression,continuous,latency to start hissing at a simulated predatory introduced into the nest box,phenotypic,phenotypic,0,59,59,GLM,,,,d to r,neg,-1,-0.065,,,,,,,,,0.130188911,0.1,,,0.1,0.768114575,,,,table 2,0,1,,sign switched to reflect aggression,
130,Kralj-Fiser,2016,Dolomedes fimbriatus,raft spider,Arachnida,Slovenia,E-111,E-111,w,f,a,repro,mating success (yes/no) after 5 mating trials with a male,art,foraging,continuous,number of flies killed within an hour of being placed in focal individual's tank,among,phenotypic,0,65,65,logistic regression,,,0,Eq 10,neg,1,-0.013,,,,,,,,,-0.025912458,-0.047,,,0.234,1.886568313,,,11.95859213,table 3,0,1,,,
132,Kralj-Fiser,2013,Larinioides sclopetarius,bridge spider,Arachnida,Slovenia,E-112,E-112,l,f,a,repro,number of egg sacs produced,art,aggression,categorical,aggressive tendency toward conspecifics,phenotypic,phenotypic,0,30,30,GLM,1,,0,chi-square,pos,1,0.1291,,,,0.5,,,,,,,,,,,,,,in text,0,1,,,
132,Kralj-Fiser,2013,Larinioides sclopetarius,bridge spider,Arachnida,Slovenia,E-112,E-112,l,f,a,repro,number of hatchlings produced,art,aggression,categorical,aggressive tendency toward conspecifics,phenotypic,phenotypic,0,30,30,GLM,1,,0,chi-square,pos,1,0.0683,,,,0.14,,,,,,,,,,,,,,in text,0,1,,,
132,Kralj-Fiser,2013,Larinioides sclopetarius,bridge spider,Arachnida,Slovenia,E-113,E-113,l,m,a,repro,proportion of eggs sired,art,aggression,categorical,aggressive tendency toward conspecifics,phenotypic,phenotypic,0,26,26,GLM,25,,0,Eq 2,pos,1,0.4515,,6.4,,,,,,,,,,,,,,,,in text,0,1,,,
134,Krams,2013,Tenebrio molitor,mealworm beetle,Insecta,Latvia,E-116,E-116,l,b,a,survival,survival following a predation event,art,boldness,categorical,tendency to dig into bran when predator introduced into the testing environment,phenotypic,phenotypic,0,480,480,logistic regression,1,,0,chi-square,neg,-1,-0.8024,,,,309.07,,,,,,,,,,,,,,in text,0,1,,more active individuals have lower survival,
134,Krams,2013,Tenebrio molitor,mealworm beetle,Insecta,Latvia,E-116,E-116,l,b,a,survival,survival following a predation event,art,boldness,continuous, time spent immobile during a simulated predation trial,among,phenotypic,0,480,480,logistic regression,121,,0,Eq 2,neg,-1,-0.1431,,2.53,,,,,,,,,,,,,,,,in text,0,1,,more active individuals have lower survival,
134,Krams,2013,Tenebrio molitor,mealworm beetle,Insecta,Latvia,E-116,E-116,l,b,a,survival,survival following a predation event,art,boldness,continuous,time spent hiding under bran during a simulated predator trial,among,phenotypic,0,480,480,logistic regression,121,,0,Eq 2,neg,-1,-0.8258,,259.34,,,,,,,,,,,,,,,,in text,0,1,,more active individuals have lower survival,
135,Krams,2013,Tenebrio molitor,mealworm beetle,Insecta,Latvia,E-117,E-117,l,b,a,survival,survival following a predation event,art,boldness,categorical,tendency to become immobile when a predator was introduced into the testing arena,phenotypic,phenotypic,0,300,300,logistic regression,1,,0,chi-square,neg,-1,-0.5453,,,,89.1971,,,,,,,,,,,,,,in text,0,1,,more active individuals have lower survival,
135,Krams,2013,Tenebrio molitor,mealworm beetle,Insecta,Latvia,E-117,E-117,l,b,a,survival,survival following a predation event,art,boldness,continuous,latency to become immobile during a simulated predator attack,among,phenotypic,0,300,300,logistic regression,,,0,mean SD,neg,1,-0.1656,,,,,,,,,,,,,,,,,,in text,0,1,,more active individuals have lower survival,
135,Krams,2013,Tenebrio molitor,mealworm beetle,Insecta,Latvia,E-117,E-117,l,b,a,survival,survival following a predation event,art,boldness,continuous, total time spent immobile after a simulated predator attack,among,phenotypic,0,300,300,logistic regression,,,0,mean SD,neg,-1,-0.2207,,,,,,,,,,,,,,,,,,in text,0,1,,more active individuals have lower survival,
136,Krams,2014,Parus major,great tit,Aves,Latvia,E-118,E-188,f,f,a,repro,natural nest predation,nat,aggression,categorical,tendency to hiss when presented with a simulated predator in the nest box,phenotypic,phenotypic,0,477,477,2x2 contingency,1,,0,2x2 contingency,pos,1,0.1517,,,,,,,,,,,,,,,,,,in text,0,1,,,
136,Krams,2014,Parus major,great tit,Aves,Latvia,E-118,E-188,f,f,a,survival,death due to nest predator,nat,aggression,categorical,tendency to hiss when presented with a simulated predator in the nest box,phenotypic,phenotypic,0,92,92,2x2 contingency,1,,0,2x2 contingency,pos,1,0.4577,,,,,,,,,,,,,,,,,,in text,0,1,,,
137,Krippel,2017,Melospiza melodia,song sparrow,Aves,USA,E-119,E-119,f,m,a,repro,total annual reproductive success (nestlings surviving to 6 days),nat,aggression,continuous,distance to a speaker broadcasting a conspecific vocalization (low value=high aggression in paper),phenotypic,phenotypic,0,29,29,poisson regression,38,,0,d to r,neg,1,-0.1128,,,,,,-1.33,0.18,,-0.226960969,-0.11,,,0.09,0.484664833,,,,in text,0,1,,sign switched because small distance to speaker represents aggressive individual,
